Description,Global ID,ISO 25010:2023 Category,Last Edited,Last Edited By,Normative Reference,Priority,Related Story,Req ID,Status,TR,TR ID,Type
"The system MUST record in the audit trail [TR-001] all AI invocations including: model, prompt hash, result hash, confidence score, user identifier.",425,Security,"September 24, 2026 8:19 AM",juan david julio serrano,NIST AI RMF - Accountability,High,,TR-009-NFR-425,In Review,AI / LLM Framework (https://app.notion.com/p/AI-LLM-Framework-31887c56a8288057bac8e3328b4f1234?pvs=21),TR-009,NFR
"The system MUST support fallback to manual processing: if the AI service is unavailable or confidence is insufficient, the user can complete fields manually.",426,Reliability,"September 24, 2026 8:19 AM",juan david julio serrano,Graceful Degradation Patterns,High,,TR-009-NFR-426,In Review,AI / LLM Framework (https://app.notion.com/p/AI-LLM-Framework-31887c56a8288057bac8e3328b4f1234?pvs=21),TR-009,NFR
"AI service invocation must complete in <30 seconds (95th percentile). If it exceeds 45 seconds, return an error and suggest manual fallback.",427,Performance Efficiency,"September 24, 2026 8:19 AM",juan david julio serrano,ISO/IEC 25010:2023 — Performance Efficiency (Time behavior),High,,TR-009-NFR-427,In Review,AI / LLM Framework (https://app.notion.com/p/AI-LLM-Framework-31887c56a8288057bac8e3328b4f1234?pvs=21),TR-009,NFR
"AI budget control shall be delegated to the provider's console via Hard Limits, not requiring an internal billing dashboard for the MVP.",428,Maintainability,"September 24, 2026 8:19 AM",juan david julio serrano,FinOps Framework Principles,Medium,,TR-009-NFR-428,In Review,AI / LLM Framework (https://app.notion.com/p/AI-LLM-Framework-31887c56a8288057bac8e3328b4f1234?pvs=21),TR-009,NFR
Data sent to external AI services MUST NOT contain Personally Identifiable Information (PII) unnecessary for the operation.,429,Security,"September 24, 2026 8:19 AM",juan david julio serrano,GDPR / Data Minimization Principles,High,,TR-009-NFR-429,In Review,AI / LLM Framework (https://app.notion.com/p/AI-LLM-Framework-31887c56a8288057bac8e3328b4f1234?pvs=21),TR-009,NFR
"The system MUST maintain persistent connections with connected clients, featuring automatic disconnection detection.",430,Functional Suitability,"September 24, 2026 8:19 AM",juan david julio serrano,WebSocket Architecture Guidelines,High,,TR-010-FR-430,In Review,Real-Time Synchronization (https://app.notion.com/p/Real-Time-Synchronization-31887c56a828809e859be1c2fbc2c55f?pvs=21),TR-010,FR
"The system MUST publish critical changes to all connected clients with <1 second latency: Work Permit (LOTO) changes, inventory movements, Work Order status updates.",431,Performance Efficiency,"September 24, 2026 8:19 AM",juan david julio serrano,Server-Sent Events (SSE) / WebSocket Patterns,High,,TR-010-NFR-431,In Review,Real-Time Synchronization (https://app.notion.com/p/Real-Time-Synchronization-31887c56a828809e859be1c2fbc2c55f?pvs=21),TR-010,NFR
"The system MUST synchronize user permissions in <10 seconds: if an administrator revokes a permission, the change must reflect in the affected user's active session.",432,Security,"September 24, 2026 8:19 AM",juan david julio serrano,OWASP Session Management Cheat Sheet,High,,TR-010-NFR-432,In Review,Real-Time Synchronization (https://app.notion.com/p/Real-Time-Synchronization-31887c56a828809e859be1c2fbc2c55f?pvs=21),TR-010,NFR
The system MUST implement authorization control on notifications: only sending updates to clients with authorized roles to view that information.,433,Security,"September 24, 2026 8:19 AM",juan david julio serrano,NIST SP 800-192 (RBAC Framework),High,,TR-010-NFR-433,In Review,Real-Time Synchronization (https://app.notion.com/p/Real-Time-Synchronization-31887c56a828809e859be1c2fbc2c55f?pvs=21),TR-010,NFR
The system must support 1000+ simultaneous connections without performance degradation.,434,Performance Efficiency,"September 24, 2026 8:19 AM",juan david julio serrano,ISO/IEC 25010:2023 — Performance Efficiency (Capacity),High,,TR-010-NFR-434,In Review,Real-Time Synchronization (https://app.notion.com/p/Real-Time-Synchronization-31887c56a828809e859be1c2fbc2c55f?pvs=21),TR-010,NFR
"The interface must render updates without flickering. Objective: >=30 FPS on mobile, >=60 FPS on desktop.",435,Performance Efficiency,"September 24, 2026 8:19 AM",juan david julio serrano,Web Rendering Optimization Standards,High,,TR-010-NFR-435,In Review,Real-Time Synchronization (https://app.notion.com/p/Real-Time-Synchronization-31887c56a828809e859be1c2fbc2c55f?pvs=21),TR-010,NFR
"If the real-time channel (e.g., SSE) is unavailable, the system must gracefully degrade to periodic polling.",436,Reliability,"September 24, 2026 8:19 AM",juan david julio serrano,Graceful Degradation Patterns,High,,TR-010-NFR-436,In Review,Real-Time Synchronization (https://app.notion.com/p/Real-Time-Synchronization-31887c56a828809e859be1c2fbc2c55f?pvs=21),TR-010,NFR
"The system MUST employ a neutral gray palette for operational screen backgrounds, minimizing non-functional contrast to reduce visual fatigue.",437,Interaction Capability,"September 24, 2026 8:19 AM",juan david julio serrano,The High Performance HMI Handbook (Hollifield),High,,TR-011-NFR-437,In Review,HPHMI Philosophy (https://app.notion.com/p/HPHMI-Philosophy-31887c56a82880579232cd9889f07d5c?pvs=21),TR-011,NFR
"The system MUST reserve the use of saturated colors (Red, Yellow, Orange) exclusively for signaling alarms or critical safety states.",438,Interaction Capability,"September 24, 2026 8:19 AM",juan david julio serrano,The High Performance HMI Handbook (Color Coding),High,,TR-011-NFR-438,In Review,HPHMI Philosophy (https://app.notion.com/p/HPHMI-Philosophy-31887c56a82880579232cd9889f07d5c?pvs=21),TR-011,NFR
"The system MUST prefer analog-style indicators (moving bars, gauges with shaded normal ranges) over simple digital values to provide immediate context.",439,Interaction Capability,"September 24, 2026 8:19 AM",juan david julio serrano,The High Performance HMI Handbook (Symbology),High,,TR-011-NFR-439,In Review,HPHMI Philosophy (https://app.notion.com/p/HPHMI-Philosophy-31887c56a82880579232cd9889f07d5c?pvs=21),TR-011,NFR
"The system MUST avoid decorative animations (e.g., spinning pumps, moving flow) unless they represent a critical safety warning.",440,Interaction Capability,"September 24, 2026 8:19 AM",juan david julio serrano,The High Performance HMI Handbook,High,,TR-011-NFR-440,In Review,HPHMI Philosophy (https://app.notion.com/p/HPHMI-Philosophy-31887c56a82880579232cd9889f07d5c?pvs=21),TR-011,NFR
The alarm color palette must comply with the WCAG 2.1 AA standard to guarantee legibility for individuals with color blindness.,441,Interaction Capability,"September 24, 2026 8:21 AM",juan david julio serrano,W3C Web Content Accessibility Guidelines (WCAG) 2.1 AA,High,,TR-011-NFR-441,In Review,HPHMI Philosophy (https://app.notion.com/p/HPHMI-Philosophy-31887c56a82880579232cd9889f07d5c?pvs=21),TR-011,NFR
"The contrast between the gray background and static elements (piping, vessels) must be sufficient for visibility under high-illumination plant conditions.",442,Interaction Capability,"September 24, 2026 8:21 AM",juan david julio serrano,The High Performance HMI Handbook (Contrast Ratios),High,,TR-011-NFR-442,In Review,HPHMI Philosophy (https://app.notion.com/p/HPHMI-Philosophy-31887c56a82880579232cd9889f07d5c?pvs=21),TR-011,NFR
"The system shall allow the configuration of preventive plans associated with cumulative usage variables (e.g., hour meters, cycle counters, processed volume).",583,Functional Suitability,"September 24, 2026 8:21 AM",juan david julio serrano,"ISO 14224:2016, Annex E — Usage Metrics",High,Usage or Telemetry-Based Preventive Maintenance Scheduling (https://app.notion.com/p/Usage-or-Telemetry-Based-Preventive-Maintenance-Scheduling-39287c56a8288004b31df9fc4c104021?pvs=21),FR-583,Draft,,,FR
The system shall provide an API interface (REST endpoint) to receive external counter readings originating from SCADA systems or IoT devices.,584,Functional Suitability,"September 24, 2026 8:21 AM",juan david julio serrano,RESTful API Design Patterns,High,Usage or Telemetry-Based Preventive Maintenance Scheduling (https://app.notion.com/p/Usage-or-Telemetry-Based-Preventive-Maintenance-Scheduling-39287c56a8288004b31df9fc4c104021?pvs=21),FR-584,Draft,,,FR
The system shall calculate the cumulative usage value and automatically trigger the creation of a Work Order when telemetry reaches or exceeds the configured threshold.,585,Functional Suitability,"September 24, 2026 8:21 AM",juan david julio serrano,Reliability-Centered Maintenance (RCM) Principles,High,Usage or Telemetry-Based Preventive Maintenance Scheduling (https://app.notion.com/p/Usage-or-Telemetry-Based-Preventive-Maintenance-Scheduling-39287c56a8288004b31df9fc4c104021?pvs=21),FR-585,Draft,,,FR
The system shall block the processing of usage readings presenting values lower than the historical cumulative of the Equipment Unit to prevent misadjustments due to incorrect resets.,586,Functional Suitability,"September 24, 2026 8:21 AM",juan david julio serrano,Data Validation Best Practices (Monotonicity Checks),High,Usage or Telemetry-Based Preventive Maintenance Scheduling (https://app.notion.com/p/Usage-or-Telemetry-Based-Preventive-Maintenance-Scheduling-39287c56a8288004b31df9fc4c104021?pvs=21),FR-586,Draft,,,FR
The Planner may manually record counter readings from the Equipment Unit's technical record as a fallback mechanism against telemetry failures.,587,Functional Suitability,"September 24, 2026 8:21 AM",juan david julio serrano,Graceful Degradation Patterns,Medium,Usage or Telemetry-Based Preventive Maintenance Scheduling (https://app.notion.com/p/Usage-or-Telemetry-Based-Preventive-Maintenance-Scheduling-39287c56a8288004b31df9fc4c104021?pvs=21),FR-587,Draft,,,FR
The processing of the telemetry frame and the evaluation of Work Order trigger rules must not exceed 3 seconds from ingestion.,588,Performance Efficiency,"September 24, 2026 8:21 AM",juan david julio serrano,ISO/IEC 25010:2023 — Performance Efficiency (Time behavior),High,Usage or Telemetry-Based Preventive Maintenance Scheduling (https://app.notion.com/p/Usage-or-Telemetry-Based-Preventive-Maintenance-Scheduling-39287c56a8288004b31df9fc4c104021?pvs=21),NFR-588,Draft,,,NFR
The IoT data reception channel must implement authentication and TLS 1.3 encryption to prevent the injection of malicious telemetry data.,589,Security,"September 24, 2026 8:21 AM",juan david julio serrano,NIST SP 800-52 (TLS 1.3 Guidelines) / OWASP IoT Top 10,High,Usage or Telemetry-Based Preventive Maintenance Scheduling (https://app.notion.com/p/Usage-or-Telemetry-Based-Preventive-Maintenance-Scheduling-39287c56a8288004b31df9fc4c104021?pvs=21),NFR-589,Draft,,,NFR
The system shall maintain the precision of cumulative counters using high-precision data types to prevent rounding errors in massive operations.,590,Functional Suitability,"September 24, 2026 8:21 AM",juan david julio serrano,IEEE 754 (Floating-Point Arithmetic),High,Usage or Telemetry-Based Preventive Maintenance Scheduling (https://app.notion.com/p/Usage-or-Telemetry-Based-Preventive-Maintenance-Scheduling-39287c56a8288004b31df9fc4c104021?pvs=21),FR-590,Draft,,,FR
The system shall provide a technical interface to perform the substitution of a physical Level 6 Equipment Unit assigned to a Level 5 (or lower) Functional Location.,591,Functional Suitability,"September 24, 2026 8:21 AM",juan david julio serrano,"ISO 14224:2016, Section 6 — Taxonomy (Asset Rotation)",High,Equipment Swap (https://app.notion.com/p/Equipment-Swap-39287c56a82880708eccc6339f49ec9a?pvs=21),FR-591,Draft,,,FR
"Upon executing the substitution, the system shall atomically update the uninstalled Equipment Unit's status to ""In Repair"", ""Damaged"", or ""In Storage"" according to user selection.",592,Functional Suitability,"September 24, 2026 8:21 AM",juan david julio serrano,ACID Database Transaction Properties (Atomicity),High,Equipment Swap (https://app.notion.com/p/Equipment-Swap-39287c56a82880708eccc6339f49ec9a?pvs=21),FR-592,Draft,,,FR
"The system shall validate that the selected replacement Equipment Unit is in an ""Available"" or ""In Stock"" status within the warehouse, blocking the operation if it is already linked to another location or out of service.",593,Functional Suitability,"September 24, 2026 8:21 AM",juan david julio serrano,ISO 14224:2016 — Asset States,High,Equipment Swap (https://app.notion.com/p/Equipment-Swap-39287c56a82880708eccc6339f49ec9a?pvs=21),FR-593,Draft,,,FR
"Following substitution, the system shall associate the new physical Equipment Unit to the Functional Location, immediately changing its operational status to ""Operational"".",594,Functional Suitability,"September 24, 2026 8:21 AM",juan david julio serrano,"ISO 14224:2016, Section 6 — Taxonomy",High,Equipment Swap (https://app.notion.com/p/Equipment-Swap-39287c56a82880708eccc6339f49ec9a?pvs=21),FR-594,Draft,,,FR
"The system shall mandatorily record the rotation details in the audit log: Functional Location identifier, uninstalled Equipment Unit Tag, installed Equipment Unit Tag, user, timestamp, and the Work Order justifying the action.",595,Functional Suitability,"September 24, 2026 8:21 AM",juan david julio serrano,"ISO/IEC 27001:2022, Annex A.8.15 (Logging)",High,Equipment Swap (https://app.notion.com/p/Equipment-Swap-39287c56a82880708eccc6339f49ec9a?pvs=21),FR-595,Draft,,,FR
